89	6	1	4	3	2	9	7	8	5	10	0	1	0	0	1	0	0	0	0	0	72	72	72	73	71	72	72	73	74	72	74	74	8	8	1	72	2	72	2	1	9998	1	1	1	2	0	0	1	1	1	1	2	3	6	1986	0	1	1	6	77
90	9	6	5	1	4	10	8	3	2	7	0	0	0	1	0	0	0	1	1	0	74	74	0	0	0	0	0	0	74	74	74	74	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	77
91	9998	3	4	2	1	9998	9998	9998	9998	9998	0	0	0	0	1	0	0	0	0	0	75	75	72	73	71	72	72	73	74	74	74	74	5	8	1	75	2	75	1	1	9998	1	1	1	2	1	1	1	1	0	0	1	3	2	1988	0	1	3	5	77
92	9998	2	9998	3	1	9998	9998	9998	9998	9998	0	0	0	0	1	0	0	0	0	0	75	72	72	73	71	72	72	73	74	72	73	74	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	84
93	10	3	4	1	2	5	7	8	6	9	0	0	0	1	1	0	0	0	0	0	75	75	72	73	76	72	76	76	74	74	74	74	2	5	0	99	3	75	2	1	9998	1	2	2	3	1	1	9	0	1	1	9	0	1	1976	0	2	4	5	204
94	8	2	3	4	1	10	9	5	6	7	0	1	0	1	1	0	0	0	0	0	72	75	72	73	71	72	72	73	74	72	73	74	6	5	1	75	3	75	9	1	9998	2	1	2	3	9	1	1	1	0	0	1	3	4	1979	0	1	3	6	77
95	9998	3	9998	1	9998	9998	9998	9998	2	9998	0	1	0	1	0	0	0	1	1	0	74	74	72	0	0	72	72	0	74	74	74	74	7	9	1	74	2	74	1	1	9998	1	4	1	0	1	1	9	1	1	1	9	2	2	1987	0	1	1	6	77
96	9998	4	9998	1	9998	9998	9998	3	2	9998	0	0	0	1	0	0	0	0	1	0	74	74	72	73	71	72	72	73	74	74	74	74	9	10	1	74	1	74	1	1	9998	1	3	1	1	1	1	0	0	0	0	4	2	4	1987	0	1	1	5	46
97	7	1	4	3	2	10	8	6	5	9	0	1	0	0	1	0	0	0	0	0	72	75	72	73	71	72	72	73	74	72	74	74	8	8	0	75	3	72	2	1	9998	1	1	2	2	0	1	1	1	1	1	4	2	6	1984	0	1	1	6	77
98	9998	4	3	2	1	9998	9998	9998	9998	9998	0	0	1	1	1	0	0	0	0	0	72	72	72	73	71	73	72	73	74	74	74	74	6	10	0	75	3	75	1	8	24	8	8	1	2	9	1	1	1	0	0	1	3	0	1985	0	2	3	5	24
99	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	41
100	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	77
